id,historical_games,next_game
75198,3 26 67 48 4 131 21,63
75199,921 15 681 250 70,17
75203,590 35 90 651 273 685 1058 297 202,156
75211,2310 40 200 452 22 15 4250 21 28 3 74 626 72 604 8 453 2315 425 78 1180 63 232 49 1458 201 311,30
75212,9 27 13 269 61 1544 134,49
75213,152 119 269 1111 211 120 75 1856 205,78
75220,132 1 1657 196 3404 2466 1650,75
75223,1136 1040 323 75 461 2115 49 816,229
75225,849 19 24 101 54 140 111,3
75226,90 2573 307 66 180 170 219 2448 118,222
75227,19 5 637 142 4,37
75228,43 57 133 1087 1051 3610,192
75229,490 854 73 17 6 6 187 29 1381 157 481 8,95
75230,561 1069 1008 239 2933 104 1726 40 317 1782 210 1275,34
75237,5 17 184 273 3049 347,3
75240,125 12 106 47 11 4 25 25 26 662 1892 425 45 7715 100 2 49,135
75241,637 318 269 1384 365 1025 374 970 179,280
75246,676 687 566 612 991,818
75248,82 1 12 499 75,100
75250,3251 1299 177 3006 43 1241,96
75252,3775 806 65 160 1847 3078 365 390 441 903,79
75253,1653 54 344 449 342 101,36
75256,11 4 141 76 3071 286 46 133 33 26,99
75264,82 85 616 139 33,3
75268,5 7569 1152 749 47 96 957 53,22
75270,7 9 13 10 849,89
75272,207 289 2 3 4669 164,42
75273,10 35 6 182 321 23 184 902 256 14 795 159 597 64 261 609 1815 278 2505 2439 2742 757 236 2184 275 4909,219
75278,110 110 2630 874 199 106 24,20
75279,48 18 63 84 16,77
75283,1 16 24 3 871 4,12
75287,147 32 544 129 1457,47
75289,7 9 755 186 8,574
75304,232 361 37 130 22 12 2099,69
75305,180 1105 5 321 285 467 6183 2691 947 1062 14 14,45
75311,21 186 865 3 63 26 220 73 98 5052 5 38,8
75314,2 173 84 21 16,91
75319,4 2629 630 16 1 83,216
75323,2 1 5 377 431 552,519
75325,526 418 212 649 369,115
75326,33 264 34 54 43 254 330 82 1744,51
75341,152 2 3690 1553 2629 468 513 858 491 1657 89,101
75343,659 893 3099 322 32 99 17 36 30 395 202 96 272,316
75349,4 116 6049 743 993,123
75354,269 203 153 8 194,194
75357,49 29 1917 2 551 118 12 401,89
75359,597 969 394 242 5773 34 21 426 534 4 3165,37
75365,1 791 160 505 516 219 815 910 211 6435 1289 1263 2306 2948 819,156
75366,178 168 186 1 24,129
75369,2313 2635 115 34 76 55 350 1063 3885 4 65 1290 26 147 3175 33 60 3,72
75370,178 4834 6199 90 4265 6939 44 2079 165 650 217 449 1828 615 350 731 2419,137
75373,99 3088 116 161 1290 460 412 1063 544 185 3,227
75374,31 24 1523 212 1,130
75375,785 732 203 14 14 2,40
75378,1 147 163 672 242 3 7198 2937 3069 399 735 1078 2041 229 34 16 5 1241 877 1151 4562 96 878 68 255 220 1104 128,395
75381,1705 1299 63 565 226 2229 1521 48 1434 2950,38
75382,7 13 10 60 4 11 19 3,137
75387,176 3530 56 2701 1364,291
75388,2 47 5333 344 6159,208
75392,725 385 735 577 3796 2898 15 97,72
75396,20 24 281 55 220 15 803 43,245
75398,7 9 27 13 10 19 15 74,32
75400,4 5 67 7321 2001,40
75404,168 20 111 32 1524 76 1819,202
75413,2 150 11 3341 50 130 1624 1624 1168 2634 88 88 6561 22 936 1190 229 3 965,42
75414,7 768 940 2 12 22,100
75419,1696 215 23 179 43 1646 94 159 128 219,139
75421,29 498 20 115 84 7450,67
75422,632 516 160 256 2873 1054 35 572,295
75426,58 345 180 4010 2070 6021 752,160
75429,54 3901 19 21 245,545
75430,50 630 46 262 88 294 22 40 1337 200 712 1160 1215 8 4,12
75431,117 169 906 7 13 9 10 131 383,5
75433,2 729 184 6 6 14 14 70,23
75434,39 415 5 37 1162,61
75437,5 40 290 928 212 86 162 29 126 3397 132 186 1191 52 398 1215 1374,32
75440,60 237 17 29 4087 1198 116 56 49 67 38 369,79
75445,114 9 10 7 31 1150 143 144 250,5
75448,39 2 26 1541 48 1187 518 680,51
75452,3136 17 6 6 64 8,35
75453,19 126 566 8 98 1956 181 242,272
75458,1085 177 271 17 905,32
75459,85 43 276 249 256 160 4626 231 158,139
75461,82 4273 411 2110 794,120
75462,238 6739 1340 1454 2119 6480 3157,32
75464,207 628 2 1445 22 2113 1409 90 82 603 531 41,480
75466,5 611 15 308 3 1145 7077 3675 73,98
75473,2 2189 5827 1915 1258 5448 1607 2484,197
75477,1562 1395 1 31 89 1052 105,2
75479,51 1017 63 21 1085 691,246
75480,558 94 35 69 132 61 246 356,57
75482,1564 596 350 140 8 1485 6,6
75483,1 16 83 352 131 523 113 1042,63
75493,127 312 4374 290 39 59 4387 2868 294 582 707,545
75494,6614 20 82 3374 273 3208 4692 89 1071 79,49
75495,22 12 61 113 1931 49 351 6833,42
75498,33 20 2748 1594 24,140
75500,16 39 1 242 150 58 81 21,486
75506,98 998 76 91 167 17 575 1382 14,14
75512,248 85 250 504 954 187,43
75515,4795 1 30 111 89 6915 113 1750 1238,2
75518,35 402 679 1317 6,6
75519,31 2944 1991 57 17 2365 156 421,60
75522,2391 338 21 15 2101 185,38
75524,7 9 27 13 10,83
75526,5 103 965 226 151 1149 1649,97
75527,389 84 5852 290 38 725 661 2744 335 94,136
75536,122 122 87 318 492,260
75544,311 377 147 25 25,44
75546,257 1590 1043 294 119,22
75547,20 1387 28 1771 230 3127 1757 1362 1010 5 422 597 1504 1279 51 881 77 109 2477 115 332 1 36 49,211
75553,81 477 2837 953 48,131
75554,1858 363 2604 6273 5483,144
75555,7 9 27 13 10,2
75561,1 29 143 47 115 3198 118 45 203 67 55 545 100 312 898 306 2459 761 78 370,533
75564,3 4 34 1104 1207 1011 365 72,137
75571,620 784 20 8 95 4146 827 83,29
75578,3 11 1 16 296,2
75580,2 19 441 7290 39 361 648 353 1160 20 937 89 458 174,99
75581,26 2077 205 72 354 710 284 51 520 131,183
75595,7331 5114 2728 241 5 36 16,292
75596,1 63 16 526 455 866 1345 488 543 1399 2950 190 28 2886 151 666 71 71 121 11 13,26
75598,33 43 120 76 30 136 127 213 3950 78,100
75600,4760 2497 124 159 617 2073 840 369 773 198,219
75602,92 92 84 15 105 94 6006 5968 58 37 2034 5 1364 1293 227 34 46 445 179 38 9 10 55 25 25 70 95 32,177
75604,55 255 56 46 21 15 1 997 3428 99 486,63
75609,149 166 101 74 23 142,818
75613,571 1041 350 25 25 2501 147 471 455 30 395 1189 45 420 454 6771 6 6 780 5101 3296 160 14,14
75614,4 138 4920 55 323 21 438,205
75618,124 1648 448 202 23,395
75622,69 941 179 3607 55 239 8 1051 810 21 18,18
75624,3928 1733 190 451 920 20 5 178 154 4047 644 1853 106,36
75627,10 7 9 27 13,81
75631,2842 999 2674 1403 39 714 5959 6464,142
75634,1 1657 3308 560 235 1137 28 104 3 149 379 3668 230 11,49
75636,8 52 228 15 26,14
75638,2 30 225 7358 228 75 531 1261 153 1579 48 2303 11,45
75639,46 11 5 1346 94 33 200 723 55 1085 1307 15 759 116 1 16 121 4 433 372 1055 285 12 129 3 68 226 21,531
75647,13 2297 19 37 758,985
75648,37 5053 5662 268 178 1450 76 469,89
75654,255 178 19 24 584 196 892 2313 1507 3227,5
75655,1898 633 270 804 2415 5851 39 714 429 7544 204,79
75659,907 3366 46 5859 1367 565,125
75662,2686 24 11 410 100 1989 147 512 1429 296 824 26 61,326
75667,5 7542 1147 17 231 160 6429 345 752 214 594 200 4970 86 185 907 894 701 3474 1823,226
75669,20 99 117 310 32,73
75671,1819 47 181 38 978 633 2348 102 281,439
75672,47 322 1417 250 3 1 72 506 87 272 78 1306 1459 1765 182 617 5863 6373 1427 6606 390,226
75673,2 1528 167 363 229,4
75674,7 9 27 13 10 5,203
75676,42 224 111 458 842 632 23 167,17
75678,190 6877 3018 2780 2 16 2297 379 2722,232
75680,76 66 378 59 816 78,159
75682,1277 854 8 35 305 64 58 924 172,193
75683,1 118 61 11 19 3647 178 58 4 131,16
75685,4384 8 51 301 2 1055 2178 277 425 5 40,182
75686,8 16 1 19 243 340 5850 7429 1612,68
75687,1 578 1596 966 4695,135
75689,47 21 223 31 212 504 599 261 30 45 6 6 205 111 68 50 2675,200
75696,780 73 23 6 6 66 733 76 406 184 15 277 593 22 206 57 65 14 14 30 164 1815 1376,43
75697,2 416 6 6 786,15
75698,168 19 3080 37 5 32 151,73
75701,4 57 3589 336 92 92 604 4544 960 389,38
75710,143 145 7 19 16 1,80
75711,887 6574 4096 217 234 35 160 588 1286 775 1147 313 1154 57 4 95 636 191 84 2029 925 5410 1257 3453 5861 4410,116
75715,11 1457 119 418 12 599 1 173 6642 4194 1411 2886 91 2289 31 1749 1233 5617,39
75720,11 106 2611 254 91 1,113
75721,426 2168 625 2404 299 175,15
75723,85 60 90 132 11 120 1788 68,16
75726,491 2521 77 52 1445 7548 668 1660 3500,13
75733,306 1575 2611 348 14 14 23 764 1103 17 410 78 4 377 2418 3811,61
75734,7309 45 6 6 100 102,376
75735,39 47 2 4349 24 115 4247 1213 216 2024 603 545 1570 143 7715 111 1118 649,17
75740,1 22 776 8 105 304,29
75741,5 168 19 224 32,107
75745,351 1261 3845 109 1978 115 188 8 362,369
75746,39 1890 4733 2286 1049,326
75747,2115 78 1515 4 2042 2127 3117 463 5743 306 4694 3663 2094 3097 2784 6951 4619 1103 370 683,395
75749,4 11 1 38 455 663,205
75751,5 491 1085 3986 850 25 25 341 393 404 750 1990 324 1419,380
75757,64 2291 37 22 46 377 4357,210
75762,24 44 470 127 5 270 85 196 4821 165 3343 566 656 1032 444 2834 468 2116 5334 5959 5924 36,985
75768,6 512 544 737 366 17,64
75769,270 54 5 48 131 113,138
75770,19 63 3 939 707 1752,8
75774,1 16 1238 173 171 818 1179,11
75780,64 128 68 3831 51 13 6,6
75781,7 152 240 42 28 398 59,818
75784,150 1 223 12 6815 63 68 694 6738,228
75786,2 22 162 5 51 31 8 40 226 11 25 25 71 71,36
75794,2517 74 354 8 75 134 1261 1990 15 118 164 1832 348 1189 1540 631 71 71 1441 81 48,77
75795,181 150 88 88 31 2 50 1 11,36
75798,2 65 595 35 160 1205,99
75801,1095 572 8 4188 237,249
75803,48 1183 1 16 3878 1483 3 14 968 278 420,169
75805,414 21 1655 46 5401 3 210 613 1226 827 6272 1029 447 1149 1399 4 462 5713 234,72
75816,2247 127 20 11 351,12
75820,137 709 2433 449 109 552 2258 79 61,32
75823,7 9 27 13 10 825,21
75827,921 1313 87 32 318 154 327 539 37 2722 372 392 147 107 1689,169
75829,173 2 11 16 1,574
75832,267 31 808 78 197 12 25,25
75833,104 464 5623 957 14 14 2809 64 6 6,170
75835,335 5 1252 113 55 25 25 700 94 1020 3701 1778 98 658 37 34,8
75837,21 5 57 101 876 22 152 1645 603 631 78 298 1340 829 205 39,31
75839,1235 3698 82 1468 364 1916 152 1550 22 2052,324
75844,53 39 1645 1222 243 5 1907 204 952 497 2189,4
75848,29 825 2 1 6957 653 746,48
75849,101 168 413 22 89 42 642 858 6 6,184
75854,241 37 210 2081 314 463 481 442 3,99
75855,107 2 568 58 5105 363,19
75858,2293 873 95 295 43 511 282 704 1529 737 83 8,11
75859,528 538 1226 1466 558 771 629 160 169,276
75860,498 936 43 57 4,48
75872,10 7 9 27 13 153 3 12 144 91 171 2 291 311 3134 228 1428 4976,113
75874,4173 3174 204 397 6 6,23
75876,129 1783 746 58 607 166 537 89 109,125
75880,7 138 12 48 11 26 15 3 36 25,25
75882,7 9 27 13 10,49
75888,11 4 26 3 543 42 1990 64,226
75891,414 154 101 2089 917,81
75893,141 60 165 5 33 4 17 6545,183
75894,243 1890 17 443 35 2259 4973 1527 70 22 417 32 65 777 826 345 547 1 246,41
75898,16 1 793 12 4,2
75899,19 341 7 4700 128 49,316
75901,419 1 20 38 58 54 890 308 40 11 141,113
75902,44 107 237 758 165,5
75905,45 18 18 23 37 189 4320 239,15
75906,54 4 56 437 880 769 304 226 7176 24,225
75917,1 835 4 3 412,180
75918,44 730 82 1163 429 458 111,212
75922,54 459 8 1226 3704 5976 428 17 35 231,32
75923,72 235 319 5 210 70 234 2125 1218 374 364 17 3069 487 280 2920 361 2183 445 66 56 225 37 21,176
75927,95 276 282 295 802 111 315 1425 87 641 889 862 1061 1282 261 1780 840 1093 1328 4219 1926 2803 480 1976 49 436,26
75931,89 2112 1386 41 1001 862 783,123
75939,22 130 62 42 8 867 1480 24 257 1377,296
75941,5 424 319 56 337 72 161 385 1431 149 365 1706 3186 5377 234 183 96 166 63 32 1256 19 1004 1250,138
75942,1 24 2255 226 26 4 613,292
75945,239 24 2 31 1 304 11 4,163
75951,10 7 9 13 167,89
75955,42 272 257 12 30,21
75967,114 10 133 36 82 406,2
75969,3 38 28 41 189 19 5879 458 15 863 848 341,191
75971,165 177 23 6 6 15 124 151 70,90
75977,52 589 8 29 648 32,176
75978,4416 141 28 1124 85 305 372 1312 368 225 730,39
75983,41 38 1460 3063 3313 59,175
75986,414 1171 1183 744 686 553 183 4 5209 1572 2492 613 246 2021 1201 1110 461 51 466 2720,314
75987,5 20 71 71 213,363
75989,9 13 10 819 6 6 79 1062,480
75995,103 903 655 126 668,167
76000,182 211 39 1561 1334 1077 1735 311,198
76003,534 263 16 1 2267,50
76005,1090 47 28 43 2 3028 1395 39 31 91 1480 1359 252,118
76006,101 73 37 437 28 164 239,189
76011,1799 580 1816 29 8,2
76012,1594 298 36 564 125,80
76013,7 9 13 10 342 904 2812 3409,197
76015,3 141 3875 334 101 42 455 393 116 528 134 719 718 859 336 776 1149 3057 1343,100
76020,146 2 88 88 1 368,48
76023,4982 1228 5207 72 663 70 704 673 3910 121 1775 529 1434 1396,32
76026,55 62 105 21 745 205 220 3552 5007 6231,231
76027,7 9 13 10 1755,89
76032,918 325 135 146 3032,3
76033,7 9 27 13 10,77
76034,9 10 7 114 294 54 1672 39 19 12 36,182
76037,2 20 426 468 79 1455 61,9
76040,175 6535 975 63 744 3025,244
76041,4988 6116 5616 6648 4521 7456 6 6 5353 2596 2612,5
76047,102 335 1215 364 55 132 447 134 588 2232 466 101 5 84 1431,128
76050,1 20 152 2374 1609 3378,205
76053,54 36 12 1323 2,75
76054,992 791 1592 1804 5614 496 496 60 7088 392 1912,160
76060,806 250 2944 921 2145 1209 273 4442 575 990 3609 516 1542 2245 1904 5122 5310 983,156
76062,7149 465 21 15 72,96
76067,7 9 10 27 13,103
76068,166 5810 4423 585 53,15
76071,102 706 299 95 204 1243 65 1394 607 34 189 38 6,6
76075,166 1 16 190 11 3 49 108 2752,106
76078,500 44 2 304 1 12 342 213,121
76082,9 10 1291 5382 358 1222,1304
76086,6899 717 5 41 174 52 2 66 518 22,43
76092,54 8 672 24 147 89 1 16 22 17,75
76093,6243 227 735 65 54 676 598 132 22,5
76095,141 65 621 434 2713,143
76097,103 154 67 332 107 377 2035,132
76103,44 20 39 409 190,24
76104,178 340 3403 37 33 55 95 2331,52
76105,37 168 344 1837 5931,298
76108,18 18 91 3674 7395 6618 28 3260 1161 551 2095 14 14 45,33
76110,94 627 44 211 73 34,240
76111,4 12 142 3 63 680 432 4458 263 165 39 51 21 34 3859 707 1,36
76112,7 9 114 10 30 837 301 67 31 79 167 5 726,853
76115,6 6 596 35 273 1013 1531 172 160 3101 45 381 4 176 4003 907,47
76116,5 4 1165 471 25,73
76122,4 568 63 15 113 105 1388 5857 1107 14 14,23
76123,1597 7507 5756 33 43 13 1038 105 2087 485 598 2339,38
76126,276 39 186 41 20,87
76135,29 814 177 4941 322,46
76136,38 3 5993 4767 3082 3186 4877,85
76138,1940 199 4 11 12 63 3846 146 368 174 131 818 81 161 77,62
76139,150 48 16 129 190 84 4 633 142,175
76144,109 543 622 152 155 262 3079 614 433 120 452 530 1973 600,78
76147,21 16 178 377 36 255,2
76149,3051 84 75 469 3058,132
76151,135 396 562 22 109 96 2801,97
76154,1 487 576 371 87 35 8 7188 310 4004,73
76159,241 4 11 48 123 3,131
76164,20 748 1378 939 1415 19 4202 4438 44 41 344 751 2736 99,33
76165,47 2029 1067 571 1033 367 71,71
76168,72 56 569 113 634 774 97 3518 1426 46 963 1195 19 55 579 104 53 3664 69 672 1125 76 8 3 2158,79
76172,12 4 194 194 3 667,201
76173,5 3 1147 33 191,37
76174,241 483 23 1685 1 59 16 36 1399 553 31 1312 678 195 349 43 473 4132 30 843 80 44 477 46,94
76176,498 5868 384 767 68 215,3
76177,5 168 750 38 8 151 112 217 63 3842 323 2045 2932 3,176
76180,3 1418 2663 631 200 1040 37 4 11 176 6843 63 3325 228 21 3391,120
76182,725 63 192 26 25,25
76186,259 1859 281 50 987 312 2753 28 82 993 30 78 358 100 1 48,12
76190,1 418 242 120 63 20 12 49,464
76191,47 4 128 281 2 125 2930 5054 713 2547 86 8 1327,147
76192,346 975 595 408 5246 532 910 833 2689 1038 299,33
76195,22 323 4 2921 384,95
76196,133 2 418 148 26 2271,211
76198,4 3 142 8 136,22
76201,15 1360 8 17 6,6
76203,1382 14 14 184 359 17 59 76,327
76206,498 14 14 6037 1735 1000 35 651 663 48 4 1089,69
76209,7 114 1142 301 86 4937 1598 119 349 759 151 307 24 2804 20 1816 2 31 5542 39 5904 353 3150 294 747 111 4366 59,101
76210,6782 76 73 3959 1997 7007 249 3068,204
76212,302 1708 5 391 3028 2713 82 1915,50
76213,151 25 25 339 266 1080 1487 209 473 297,37
76214,3 1237 5719 790 319 176 23,217
76220,282 1330 5974 295 381 8 96 1035 1667 1063 1850,193
76222,3240 13 126 1647 2463 2843 385 5589 314,84
76224,7 9 27 13 10 5 28 3980 33 5167 25 25 24,128
76225,8 651 6 6 29 358,30
76227,227 856 751 62 919 430 55 3420 4396 1166,281
76231,740 2369 42 59 233,1071
76234,98 794 164 1662 1307 75 2586 92 92 203 769 532,499
76236,13 175 2390 238 134 391 12 155 2 212 526 342 36 363,4
76243,127 101 132 1 753 3575 34 11 409 194,194
76254,1504 384 256 1926 349 21 225,100
76260,5 6 76 14 159,124
76264,414 3880 129 958 46,232
76265,35 5 6455 1974 160 1703 375 29 17 61 87,193
76266,101 5461 20 1224 1032 120 233 263,135
76267,791 276 156 202 1405 448 450 264 218 85 1185 771 6 6 23 45 295 18,18
76268,83 2563 729 17 36 12 3 1292 1398 2326 2066 549 1973 1921 1088 23 104,1
76270,5 19 93 20 653 130 82 6059 331 740 143 5001 4179 2699 3354,500
76273,599 40 994 309 525,16
76274,124 1357 52 2878 1286 8 190,76
76277,19 47 1171 1880 430,4
76278,195 72 15 37 1002 618 21 306 69 913 352 1200 3033 3716,5
76279,237 8 403 1087 3990 17 1092,72
76280,4 15 168 1358 4520 203 5 213 1652 220 824 11 30 209 1119 943,72
76281,7 114 10 1066 116,42
76284,44 47 581 360 273 184,49
76285,1914 98 1512 530 2005 1865,222
76289,83 15 73 2553 4931 724 6174 8 195 49,79
76297,997 2202 64 21 4,3
76300,3 185 2700 180 794 7385 770 40 190 525 4 2258 30 551 1670 886,146
76301,107 224 145 254 998 2 510 182 51 6477 6 6 4244 1357 376 98 272 49 281,119
76302,2 81 872 593 2132 884,44
76304,26 68 4444 3 382 1 462 1307 128 858 46 65,105
76306,6172 4 5743 1687 460,72
76307,236 47 23 1018 527 1561 925 1464 4371 122 122 773 1064 2625 78 123 272 1054 1096 311 370 795 5266 1319 197,330
76308,7 9 13 4961 6275,131
76309,620 2476 295 5453 3 167,59
76311,9 85 5 143 37,165
76315,140 224 127 75 309 734 294 79 582 1697 395 1732 49 98 45 108,222
76326,68 4 312 121 549 232 170 78,201
76332,15 38 33 3236 77 557 3104 26 8 3002 91 567,125
76339,11 2 16 265 50 320 152 719 6982 71 71 125 42 226 89 1238 129,130
76342,528 174 2864 1202 6457,121
76343,276 2931 6 6 18,18
76351,13 223 81 355 355 16 110 110 1 11,12
76352,948 3650 65 163 32,43
76353,763 654 20 608 89 248,380
76357,7 9 27 10 676 53 1052 204 102 1132 376 1989,175
76360,16 1 48 4 63 173 3474 485 1508 12,11
76361,141 77 453 72 3016 657 4785,26
76362,6230 1608 151 17 43 2348,28
76364,4 49 280 3 1939 257 3465 6332 5765 227 229 1379 100 7252 2734 1141,48
76365,15 437 37 1297 1520 672 924,43
76367,7 9 27 13 10 1 4,54
76368,188 444 1119 59 25,25
76370,24 3 22 4 12,155
76371,990 258 390 38 373 594 2004 790,99
76381,1 11 292 60 171 1631 16 3 223 277 2 21 465 6980 4523,531
76383,20 150 4 1 111 660 148,11
76387,318 910 169 1000 18,18
76390,31 1 5 411 4292,132
76393,456 38 8 4897 84 2140 55 491 1796 3536 116 21 53 33 46 4 25,25
76396,147 33 209 310 118 138 471 670 427 190,94
76397,16 1 721 11 127 30 26 79 1559 232 2270 233 2 4,164
76399,11 1045 20 3093 12,61
76405,7 9 13 10 1110,75
76411,34 112 901 24 3634 2108 3,191
76412,5 122 122 250 17 41,124
76418,128 17 55 25 25 4158 179 2310,126
76419,418 1 26 16 88 33 1794 34 28 2,48
76426,5869 105 624 176 4,65
76427,1252 1637 6113 84 177 394,4
76433,153 738 5011 1557 4465 2607 1149 769 63 146,486
76434,589 1150 5 99 2 155 107 145 111,212
76435,20 2071 2 367 813 4023 425,396
76438,568 115 2 16 404 50 1371 313 358 534 942 226 1057,31
76440,668 29 37 168 714 253 334 3197 208,146
76441,271 295 2058 337 110 1812 285 1160 1953 554 4723 3043 847 612 1147 1,177
76442,13 29 2842 2457 538 33 2575 2227,43
76449,407 6023 2580 430 385 638 2934 1197 1002 6007 657 279 4859 3 21 3870 515 2127,244
76451,135 301 17 6 6 64 4185 5496 4939 3708 1659 829 43 95,26
76452,45 32 95 2408 3 63 15 23 383 637 2013 247 8 206 209 98 309 2180 117 5 2809 205 46 2276 975 1936,4
76454,7 9 114 10 264 871,77
76458,132 164 219 406 390,203
76462,11 863 28 224 30,91
76463,2 118 40 146 59 102 48,165
76468,143 40 82 808 746 103 22,125
76473,270 102 126 5 299,33
76477,37 31 8 2424 372 3469 284 43 705,39
76478,121 86 14 14 28,117
76491,118 141 26 106 436 108 61 49,401
76492,141 576 8 37 5,33
76493,172 18 18 541 3891 1432 3700 65 4075 56 403 7 619 1442,43
76497,3 1 33 792 1419 35 32 657 7143 28 2356 26 5383 174 96 2666 291 1889 2020 437 364 7075 6563 960,21
76498,7 9 27 13 10 623,107
76499,5724 803 349 51 47 589 526 2204,216
76501,5 1063 135 2 856 305 210 3 1085 53 1609 94 34 84 265 170 1,187
76504,43 139 295 617 3820 101,142
76505,9 10 7 27 13,49
76513,1381 35 102 237 249 156 214 2893 506 260 169 505 87 261 163 641 6747 202 681,32
76515,114 10 7 9 111 5018,486
76516,399 5358 997 4083 1668 15 324 239 451 2900 11 1 31 4260,46
76517,5 96 76 1419 128 14 14,17
76518,1278 217 15 86 33 712 1160 51 112 94 55 883 650 5909 4 220 41 32,26
76523,139 43 8 893 15 134 998 145 118 272 98 238 316 222 25 25 33 1022 30 312,113
76525,7 720 8 478 11,2
76527,5 21 552 176 431 72 460,180
76532,99 18 405 151 35 305 242 248 34 748 538 54 52 39 32 17 64 29 6 15 847,21
76536,268 1626 35 392 99,5
76538,118 16 79 1089 189 1610 631,108
76541,4606 935 433 314 505 2291 217 176 92,92
76542,10 1 57 295 14 14 45 757 122 122 516 288 791 652 2888 17 6 6 990 206,163
76543,62 1 5984 1850 77 63 3,228
76545,243 563 98 30 219 40 23 885 43 791 408 108,189
76546,7 9 27 10 244,12
76547,137 8 15 656 30,166
76549,676 5 568 2462 5349 15,3
76551,948 83 53 4800 148 4736 125 763 1356 2792 102,58
76552,1111 3086 8 956 28 4146 419 2388 3914 2620 262 2 3,12
76560,22 16 1749 2 2840 42 12 518 50 1,173
76561,7 9 114 22 12 74 120 75,108
76562,7194 15 4 493 20 2094 105 41 241 2218 94 442 1234 86 46,62
76564,1322 249 231 6 6 51 264 95 152 182 210,57
76568,1177 391 91 1451 676 5379 622 789 162 730 1644 991 687 4269 4800 1125 1736 2498 349 251 500,31
76572,20 3 4 33 58 46 56 12 112 81 336,40
76573,39 702 31 75 216,19
76574,193 17 103 5185 1268,35
76575,3 4 38 121 2 341 15 31 8 742 30 59,109
76577,599 1026 997 22 835 2968 252 803 242 30 3718 1136 882 987 79 48 173 33 2526 29 945,78
76578,5 413 1632 208 80 542 700,444
76582,137 296 109 26 138 440 174,3
76584,4412 3610 688 3025 244 35 258 1050,96
76585,2 1444 416 212 173 1785 386,30
76601,152 323 2305 1 446,133
76605,25 25 65 69 40 83 32 347 4912 73 100 98 390,139
76609,207 1890 31 39 12,16
76610,7 9 10 114 304 11 1508 188,16
76611,22 3657 698 447 1,61
76612,34 690 3 180 2523 217 128 1385 286,26
76614,3902 5198 2348 122 122 254 193 1735,116
76615,37 1336 359 8 405 52 7064 268 3139,29
76617,3 1597 1183 314 262 1736,68
76618,19 422 47 102 906 211,79
76623,919 4042 2767 509 28,112
76625,11 226 12 2 4,153
76626,7 9 27 13 10,11
76631,35 17 6 6 4420 33 951 2357 842 458,24
76632,938 2289 48 3 1 33,31
76634,1 31 16 12 158,137
76639,29 110 110 5 85 148 2 1 1206,213
76641,90 36 5201 1991 2409,396
76647,1142 4240 646 6 6 378,213
76651,38 403 124 261 627 57,356
76659,4598 292 11 2 21 262 410 115 72 1849 4 86,12
76660,7 9 27 13 10,289
76661,215 75 709 148 5 3773 703 30 1415 341 1803 128 7707,94
76666,1 58 8 16 20 2,111
76667,3 15 185 2259 26 175 6 6 76 142 2539 1156 990 1545 1131 282 32 25,25
76669,195 127 278 17 1195 503 622 49,21
76670,4634 305 539 5697 476 4582 17 1253,35
76671,3 770 112 94 46 721 1186 86,91
76676,16 6631 103 19 2,24
76677,1358 4048 1121 11 42,101
76680,17 45 18 18 195 23 14 14 1272 64 1194 1486 438 662 3133,311
76686,34 5 8 778 372 158 19 28 627 3359,43
76692,7794 75 3961 515 25 25 21,136
76694,381 54 156 750 57 5 182 4417 527 5318 1536 31 37 3010 971 372 2205 4472 1154 1699,237
76706,482 76 1113 118 1483 65 70 480 347 328 3269 708 23,33
76712,2 20 251 11 40,304
76713,5 53 37 367 326 98 482,76
76728,119 75 3285 45 1251 347 342 1494 480 23 14 14 64 631,213
76732,446 3724 744 917 205 412,292
76736,1666 1368 2258 3 52,32
76738,1278 2728 94 34 86 147,45
76739,286 127 224 180 2825 294 40 421 142 116 3 182 20 1349,68
76741,2181 7228 127 1892 3230,91
76743,15 105 577 100 913 2443,244
76748,1340 4568 48 149 279 215 39 1598,217
76750,16 3320 4676 50 965 312 2650 643 1918 6036 173,36
76752,6 6 997 68 158 81 71 71,54
76756,2 1668 900 69 2564 1,84
76759,274 491 8 70 374,15
76765,1098 1128 179 5 120 3111 272 98,78
76767,670 44 5 143 331 1177 85 3330 6466 870 511 995 1125 3655 3427 1163 888 307,398
76769,5405 1563 35 628 2 459 19 89 903 14 14,275
76770,4491 457 2414 1678 147 686 403 1760 65 420 266,2
76771,162 1020 515 3670 415 33 1034 32 347 309 1964 179 5519 2492 3596 4415 101 6663,69
76773,7 343 187 14 14 50 314 152 613 26 1093 11 3816,176
76774,1 2 36 21 89,259
76775,954 52 73 421 6 6 76,142
76776,7 9 27 13 10 24,1
76780,14 14 4246 1662 766 6971 180 1121,49
76781,4 255 3844 1874 412,42
76782,33 5 77 1073 54 3189 127 3637 590 1158 29 1781 52,230
76785,38 671 174 1883 72 3794,4
76786,2494 784 112 1076 976 3205 4368,5
76788,16 52 29 166 209 5 174 22 2 4899 83 1553 3690 785,574
76789,13 7 2921 3 149 725 14 14 871 34 165 1980 204 215 68 4 3010 51,139
76790,55 3293 1128 1241 3529 996 4294 883,62
76796,8 6 6 1005 1385 218 2222 3196 197 14,14
76798,2630 237 546 261 172 3013 831 2107 3888,853
76805,293 293 1184 8 2 50,1
76813,77 306 895 312 559 200 4443 120 232 1628 75,78
76814,7 1 12 11 67 62,30
76818,7549 151 3652 35 177,227
